moai_id,ahu,location_name,longitude,latitude,total_length_cm
676,RANO RARAKU,RANO RARAKU,-109.29284700,-27.12442900,442
17,RUNGA,RUNGA,-109.32524100,-27.07953000,
18,RUNGA,RUNGA,-109.32469500,-27.07976400,
203,RUNGA,RUNGA,-109.32458400,-27.07970000,
229,RUNGA,RUNGA,-109.32438200,-27.07983500,
47,RUNGA VA E,RUNGA VA E,-109.31863900,-27.14023400,467
48,RUNGA VA E,RUNGA VA E,-109.31850700,-27.14017000,
49,RUNGA VA E,RUNGA VA E,-109.31868900,-27.14022400,
65,RUNGA VA E,RUNGA VA E,-109.31873700,-27.14027000,
66,RUNGA VA E,RUNGA VA E,-109.31867300,-27.14011700,
156,RUNGA VA E,RUNGA VA E,-109.31835100,-27.14003100,
157,RUNGA VA E,RUNGA VA E,-109.31869100,-27.14026400,
158,RUNGA VA E,RUNGA VA E,-109.31868000,-27.14025300,
159,RUNGA VA E,RUNGA VA E,-109.31837100,-27.14004000,
160,RUNGA VA E,RUNGA VA E,-109.31865200,-27.14019300,
165,RUNGA VA E,RUNGA VA E,-109.31876600,-27.14035400,344
166,RUNGA VA E,RUNGA VA E,-109.31886300,-27.14017200,383
840,TAUTIRA,TAUTIRA,-109.43061800,-27.14726500,
811,TE PA HAHA TEA,TE PA HAHA TEA,-109.27139000,-27.12215200,
812,TE PA HAHA TEA,TE PA HAHA TEA,-109.27136900,-27.12206900,389
252,TEPEU,TEPEU,-109.39925900,-27.09971600,
33,UKNOWN AHU,UKNOWN AHU,-109.31153300,-27.10884200,
64,UKNOWN AHU,UKNOWN AHU,-109.32351500,-27.14117700,
67,UKNOWN AHU,UKNOWN AHU,-109.33734300,-27.14847000,
106,UKNOWN AHU,UKNOWN AHU,-109.33738700,-27.14854100,518
195,UKNOWN AHU,UKNOWN AHU,-109.36839600,-27.05727200,
224,UKNOWN AHU,UKNOWN AHU,-109.36831600,-27.05731000,
225,UKNOWN AHU,UKNOWN AHU,-109.36843800,-27.05733200,
231,UKNOWN AHU,UKNOWN AHU,-109.33810200,-27.06575400,
267,UKNOWN AHU,UKNOWN AHU,-109.36846700,-27.05733300,
268,UKNOWN AHU,UKNOWN AHU,-109.36826200,-27.05736800,
269,UKNOWN AHU,UKNOWN AHU,-109.36845400,-27.05725200,
270,UKNOWN AHU,UKNOWN AHU,-109.36848000,-27.05723400,
271,UKNOWN AHU,UKNOWN AHU,-109.36884500,-27.05701800,
352,UKNOWN AHU,UKNOWN AHU,-109.31155900,-27.10882000,
353,UKNOWN AHU,UKNOWN AHU,-109.31157300,-27.10881100,
412,UKNOWN AHU,UKNOWN AHU,-109.31149400,-27.10889000,
424,UKNOWN AHU,UKNOWN AHU,-109.31131300,-27.10921300,
425,UKNOWN AHU,UKNOWN AHU,-109.31146700,-27.10890000,
426,UKNOWN AHU,UKNOWN AHU,-109.29857600,-27.13905600,
622,UKNOWN AHU,UKNOWN AHU,-109.31151400,-27.10890800,294
635,UKNOWN AHU,UKNOWN AHU,-109.31143600,-27.10888200,
702,UKNOWN AHU,UKNOWN AHU,-109.31138200,-27.10890500,
734,UKNOWN AHU,UKNOWN AHU,-109.31146900,-27.10883100,
735,UKNOWN AHU,UKNOWN AHU,-109.31139100,-27.10883100,
819,UKNOWN AHU,UKNOWN AHU,-109.24106900,-27.10440800,
820,UKNOWN AHU,UKNOWN AHU,-109.24108200,-27.10440800,
838,UKNOWN AHU,UKNOWN AHU,-109.35513000,-27.16303800,
865,UKNOWN AHU,UKNOWN AHU,-109.24128100,-27.10464700,
869,UKNOWN AHU,UKNOWN AHU,-109.24102000,-27.10453000,
870,UKNOWN AHU,UKNOWN AHU,-109.32600100,-27.12084200,
879,UKNOWN AHU,UKNOWN AHU,-109.32600100,-27.12080500,
886,UKNOWN AHU,UKNOWN AHU,-109.24126300,-27.10440200,
887,UKNOWN AHU,UKNOWN AHU,-109.24127700,-27.10441400,
888,UKNOWN AHU,UKNOWN AHU,-109.24129000,-27.10439800,
889,UKNOWN AHU,UKNOWN AHU,-109.24124800,-27.10450900,
926,UKNOWN AHU,UKNOWN AHU,-109.35006700,-27.16333900,
927,UKNOWN AHU,UKNOWN AHU,-109.34614400,-27.15669100,
956,UKNOWN AHU,UKNOWN AHU,-109.32599100,-27.12087900,
957,UKNOWN AHU,UKNOWN AHU,-109.24102700,-27.10454200,
958,UKNOWN AHU,UKNOWN AHU,-109.24149900,-27.10444100,
959,UKNOWN AHU,UKNOWN AHU,-109.24102400,-27.10457200,
142,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33900200,-27.15007800,
544,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33882400,-27.14990600,
545,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33885900,-27.14994900,
579,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33887500,-27.14997800,
821,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33903300,-27.15008600,
852,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33946600,-27.14988600,
916,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33882500,-27.15001200,661
934,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33900000,-27.15004400,
935,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33898900,-27.15005900,
936,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33898100,-27.15005300,
937,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33906800,-27.15010400,
944,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33900800,-27.15015800,
945,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33904500,-27.15013400,
946,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33901500,-27.15013400,
947,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33898500,-27.15012400,
948,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33886700,-27.15009400,543
949,URA URANGA TE MAHINA,URA URANGA TE MAHINA,-109.33883400,-27.15004800,631
496,URI A URENGA,URI A URENGA,-109.40135000,-27.15472800,346
209,VAI MATA,VAI MATA,-109.39420800,-27.06551000,
214,VAI MATA,VAI MATA,-109.39405000,-27.06553500,442
215,VAI MATA,VAI MATA,-109.39407200,-27.06555400,492
216,VAI MATA,VAI MATA,-109.39419100,-27.06551500,
217,VAI MATA,VAI MATA,-109.39430000,-27.06558000,407
235,VAI MATA,VAI MATA,-109.39430700,-27.06559800,
236,VAI MATA,VAI MATA,-109.39430200,-27.06557000,
237,VAI MATA,VAI MATA,-109.39421100,-27.06551500,
238,VAI MATA,VAI MATA,-109.39420300,-27.06549800,
239,VAI MATA,VAI MATA,-109.39405100,-27.06554200,
240,VAI MATA,VAI MATA,-109.39407100,-27.06556600,
253,VAI MATA,VAI MATA,-109.38534400,-27.05732500,
862,VAI TEKA,VAI TEKA,-109.40211500,-27.11568700,
